 Image Link , Phylum, Size (L), Extinct, Litter Size, Main Prey, Color, Age Of Independence, Scientific Name, Weight, Type, Temperament, Wingspan, Average Size (L), Optimum pH Level, Skin Type, Favourite Food, Water Type, Top Speed, Size, Age Of Sexual Maturity, Incubation Period, Common Name, Biggest Threat, Order, Other Name(s), Lifestyle, Average Weight, Average Lifespan, Family, Average Spawn Size, Lifespan, Prey, Diet, Conservation Status, Size (H), Group Behaviour, Average Litter Size, Animal Name , Location, Kingdom, Average Clutch Size, Estimated Population Size, Fun Fact, Predators, Training, Average Size (H), Gestation Period, Age Of Fledgling, Class, Special Features, Average Size, Subfamily, Name Of Young, Distinctive Features, Age Of Weaning, Most Distinctive Feature, Genus, Habitat, Wing Span, Group, Number Of Species, Origin, Colour, 
https://a-z-animals.com/media/animals/images/470x370/stingray2.jpg ,Chordata,50cm - 200cm (19.6in - 79in), , ,Crustaceans| Snails| Fish, , ,Dasyatis Centroura,25kg - 97kg (55lbs - 214lbs),Fish, , , , ,Scales,Crustaceans, ,48km/h (30mph), , , , , ,Rajiformes, ,Solitary, , ,Dasyatidae, ,15 - 25 years, ,Carnivore,Threatened, , ,8,Stingray, ,Animalia, , , ,Sharks| Fish| Seals, , , , ,Chondrichthyes, , , , ,Flattened body shape and long tail, , , ,Warm| tropical waters, , , , , ,
https://a-z-animals.com/media/animals/images/470x370/stoat.jpg ,Chordata, , , ,Rabbits| Mice| Insects, , ,Mustela Erminea,200-500g (7-17.6oz),Mammal, , , , ,Fur,Rabbit, ,32km/h (20mph),25-35cm (10-14in), , , , ,Carnivora, ,Solitary, , ,Mustelidae, ,4-6 years, ,Carnivore,Least Concern, , ,8,Stoat, ,Animalia, , , ,Fox| Snake| Wild Cats, , , , ,Mammalia,Elongated body and very sharp teeth, , , , , , ,Mustela,Moorland and woodlands, , , , ,Tan| Black| Brown| White,
https://a-z-animals.com/media/animals/images/470x370/striped_rocket_frog1.jpg ,Chordata,5cm - 5.5cm (1.9in - 2.1in), , ,Insects| Moths| Spiders, , ,Litoria Nasuta,5g - 8g (0.17oz - 0.28oz),Amphibian, , , , ,Permeable,Insects, ,8km/h (5mph), , , , , ,Anura, ,Solitary, , ,Hylidae, ,10 - 15 years, ,Carnivore,Least Concern, , , ,Striped Rocket Frog, ,Animalia,60, , ,Foxes| Cats| Birds, , , , ,Amphibia, , , , ,Long legs and streamlined body, , ,Litoria,Woodland swamps and ponds, , , , ,Brown| Green| Black| Tan,
https://a-z-animals.com/media/animals/images/470x370/sumatran_elephant1.jpg ,Chordata, , , ,Grass| Fruit| Roots, , ,Elephas Maximus Sumatranus,3|000kg - 5|000kg (6|500lbs - 11|000lbs),Mammal, , , , ,Leather,Grass, ,43km/h (27mph), , , , , ,Proboscidea, ,Herd, , ,Elephantidae, ,55 - 70 years, ,Herbivore,Critically Endangered,2m - 3m (7ft - 10ft), ,1,Sumatran Elephant, ,Animalia, , , ,Human| Tiger, , , , ,Mammalia, , , , ,Long trunk and large feet, , ,Elephas,Rainforest and tropical woodland, , , , ,Grey| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/sumatran_orang-utan2.jpg ,Chordata, , , , , , ,Pongo abelii,30kg - 82kg (66lbs - 180lbs), , , , , ,Hair, , ,6kph (2.7mph), ,12 - 15 years, ,Sumatran Orang-utan,Hunting and habitat loss,Primates,Red Ape| Forest Person,Diurnal, , ,Hominidae, ,30 - 40 years,Fruits| Shoots| Insects,Omnivore,Critically Endangered,1.25m - 1.5m (4ft - 5ft),Solitary,1,Sumatran Orang-utan,Northern Sumatra,Animalia, ,4|000,Known to make mental maps of the forest!,Sumatran Tiger| Humans, , ,9 months, ,Mammalia, , , ,Infant, ,3 years,Long arms and long| orange hair,Pongo,Dense| tropical forest, ,Mammal,1, ,Red| Orange| Grey| Brown,
https://a-z-animals.com/media/animals/images/470x370/sumatran_rhinoceros2.jpg ,Chordata,2m - 2.5m (6.6ft - 8.2ft), , ,Grass| Fruit| Berries| Leaves, , ,Dicerorhinus Sumatrensis,500kg - 800kg (1|100lbs - 1|760lbs),Mammal, , , , ,Leather,Grass, ,42km/h (30mph), , , , , ,Perissodactyla, ,Solitary, , ,Rhinocerotidae, ,30-45 years, ,Herbivore,Critically Endangered, , ,1,Sumatran Rhinoceros, ,Animalia, , , ,Human| Wild cats, , , , ,Mammalia,Small body size and two horns, , , , , , ,Dicerorhinus,Tropical bushland| grassland and savannas, , , , ,Brown| Grey| Black,
https://a-z-animals.com/media/animals/images/470x370/sumatran_tiger6.jpg ,Chordata, , , ,Deer| Cattle| Wild Boar, , ,Panthera Tigris Sumatrae,80kg - 150kg (176lbs - 330lbs),Mammal, , , , ,Fur,Deer, ,96km/h (60mph),2m - 2.4m (6.5ft - 7.8ft), , , , ,Carnivora, ,Solitary, , ,Felidae, ,18 - 25 years, ,Carnivore,Endangered, , ,3,Sumatran Tiger, ,Animalia, , , ,Human, , , , ,Mammalia,Striped fur and smaller body, , , , , , ,Panthera,Dense tropical forest, , , , ,Orange| Black| White,
https://a-z-animals.com/media/animals/images/470x370/sun_bear1.jpg ,Chordata, , , , , , ,Helarctos malayanus,30kg - 60kg (66lbs - 132lbs), , , , , ,Fur, , ,48kph (30mph), ,3 - 4 years, ,Sun Bear,Hunting and habitat loss,Carnivora,Malaysian Sun Bear| Malay Bear| Honey Bear| Dog Bear,Diurnal/Nocturnal, , ,Ursidae, ,15 - 30 years,Fruits| Honey| Insects,Omnivore,Vulnerable,1.2m - 1.5m (4ft - 5ft),Solitary,2,Sun Bear,South-east Asia,Animalia, ,Unknown,The smallest species of bear in the world!,Tiger| Snakes| Birds of Prey, , ,3 - 8 months, ,Mammalia, , , ,Cub, ,18 months,Yellow or orange U-shaped marking on chest,Helarctos,Primarily| lowland tropical forests, ,Mammal,2, ,Black| Brown| Red| Grey| White| Yellow| Orange,
https://a-z-animals.com/media/animals/images/470x370/swan6.jpg ,Chordata,91cm - 150cm (36in - 60in), , ,Aquatic Plants| Insects| Small Fish, , ,Cygnus Atratus,10kg - 15kg (22lbs - 33lbs),Bird, ,200cm - 350cm (79in - 138in), , ,Feathers,Aquatic Plants, ,80km/h (50mph), , , , , ,Anseriformes, ,Flock, , ,Anatidae, ,8 - 12 years, ,Omnivore,Threatened, , , ,Swan, ,Animalia,5, , ,Human| Wolf| Raccoon, , , , ,Aves, , , , ,Large| powerful wings and webbed feet, , ,Cygnus,Large| shallow wetlands and open water, , , , ,Black| White| Grey| Orange,
https://a-z-animals.com/media/animals/images/470x370/tang3.jpg ,Chordata,15cm - 40cm (6in - 16in), , ,Algae| Fish| Plankton, , ,Acanthuridae, , , , , ,8.0 - 8.5,Scales,Algae,Salt, , , , ,Tang, ,Perciformes, , , , ,Acanthuridae, ,8 - 12 years, ,Omnivore,Threatened, , , ,Tang, ,Animalia,40|000, , ,Fish| Eels| Crustaceans, , , , ,Actinopterygii, , , , ,Pointed snout and razor-sharp scalpel at the base of their tail, , ,Zebrasoma,Shallow tropical coral reefs, , , ,Indian| Pacific Oceans,Black| Yellow| Red| Blue| Silver,
https://a-z-animals.com/media/animals/images/470x370/tapanuli_orang_utan.jpg ,Chordata, , , , , , ,Pongo tapanuliensis,30kg - 82kg (66lbs - 180lbs), , , , , ,Hair, , ,6kph (2.7mph), ,12 - 15 years, ,Tapanuli Orang-utan,Habitat loss and hunting,Primates,Red Ape| Forest Person,Diurnal, , ,Hominidae, ,30 - 40 years,Fruits| Shoots| Insects,Omnivore,Critically Endangered,1.25m - 1.5m (4ft - 5ft),Solitary,1,Tapanuli Orang-utan,northwestern Sumatra,Animalia, ,800,Uses homemade tools to help with eating and drinking!,Sumatran Tiger| Humans, , ,9 months, ,Mammalia, , , ,Infant, ,3 years,Long arms and long| orange hair,Pongo,Tropical and subtropical broadleaf forests, ,Mammal,1, ,Red| Orange| Grey| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/tapir2.jpg ,Chordata, , , ,Leaves| Grass| Buds| Twigs| Fruit, , ,Tapirus,150-300kg (330-700lbs),Mammal, , , , ,Hair,Leaves, ,48km/h (30mph),100-150cm (39-59in), , , , ,Perissodactyla, ,Solitary, , ,Tapiridae, ,20-25 years, ,Herbivore,Endangered, , ,1,Tapir, ,Animalia, , , ,Human| Wild Cats| Crocodile, , , , ,Mammalia,Long| flexible snout and hump on the shoulders, , , , , , ,Tapirus,Lowland| moist forests, , , , ,White| Black| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/tarsier7.jpg ,Chordata, , , , , , ,Tarsius,80g - 165g (2.8oz - 5.8oz), , , , , ,Fur, , ,40kph (24mph), ,1 - 2 years, ,Tarsier,Habitat loss,Primates,Western Tarsier| Eastern Tarsier| Philippine Tarsier,Nocturnal, , ,Tarsiidae, ,12 - 20 years,Insects| Lizards| Birds,Carnivore,Endangered,9cm -16cm (3.6in - 6.4in),Solitary/Group,1,Tarsier,A number of south-east Asian islands,Animalia, ,Declining,Each eye weighs more than their whole brain!,Cats| Snakes| Birds of Prey, , ,180 days, ,Mammalia, , , ,Infant, ,8 weeks,Long and powerful hind legs,Tarsius,Forests| mangroves and scrub, ,Mammal,18, ,Grey| Brown| Ochre| Golden,
https://a-z-animals.com/media/animals/images/470x370/tasmanian_devil2.jpg ,Chordata, , , ,Mice| Rats| Rabbits, , ,Sarcophilus Harrisii,6-8kg (13-18lbs),Mammal, , , , ,Fur,Mice, ,24km/h (15mph),57-65cm (22-27in), , , , ,Dasyuromorphia, ,Solitary, , ,Dasyuridae, ,5-8 years, ,Omnivore,Threatened, , ,3,Tasmanian Devil, ,Animalia, , , ,Snakes| Human| Wild dogs, , , , ,Mammalia,White band across chest and offensive odor when stressed, , , , , , ,Sarcophilus,Forest underbrush, , , , ,Black| Grey| Brown| White,
https://a-z-animals.com/media/animals/images/470x370/tawny_owl1.jpg ,Chordata, , , ,Mice| Vole| Insects, , ,Strix Aluco,350g - 650g (12oz - 23oz),Bird, ,81cm - 105cm (32in - 41in), , ,Feathers,Mice, ,80km/h (50mph), , , , , ,Strigiformes, ,Solitary, , ,Strigidae, ,4 - 6 years, ,Omnivore,Threatened,38cm - 43cm (15in - 17in), , ,Tawny Owl, ,Animalia,3, , ,Hawks| Eagles| Buzzards, , , , ,Aves, , , , ,Large eyes and fantastic hearing, , ,Strix,Dense forest and open woodland, , , , ,Black| White| Grey| Tan| Brown,
https://a-z-animals.com/media/animals/images/470x370/termite3.jpg ,Arthropoda, , , ,Organic plant matter| Wood| Grass, , ,Isoptera, , , , , , ,Shell,Organic plant matter, , ,0.4-1.2cm (0.15-0.47in), , ,Termite, ,Isoptera, , , ,2 years, , , , ,Herbivore,Least Concern, , ,1|000,Termite,Tropical Regions,Animalia, , , ,Birds| Reptiles| Mammals, , , , ,Insecta,Small body size and enormous nests, , , , , , , ,Forests and areas with high humidity, , ,2|800, ,Red| Black| Brown| White,
https://a-z-animals.com/media/animals/images/470x370/tetra2.jpg ,Chordata, , , ,Algae| Brine Shrimp| Plankton, , ,Paracheirodon Axelrodi, , , , , ,5.5-7.5,Scales,Algae,Fresh, ,0.6-3.1cm (0.25-1.25in), , ,Tetra, ,Characiformes, , , , ,Characidae, ,2-5 years, ,Omnivore,Least Concern, , , ,Tetra, ,Animalia,130, , ,Fish| Eels| Crustaceans, , , , ,Actinopterygii,Small body size and brightly coloured markings, , , , , , ,Paracheirodon,Clearwater streams of South America, , , ,South America,Black| Silver| Red| Blue| White,
https://a-z-animals.com/media/animals/images/470x370/thorny_devil1.jpg ,Chordata, , , ,Ants| Termites, , ,Moloch Horridus,70-95g (2.5-3.4oz),Reptile, , , , ,Scales,Ants, ,60km/h (37mph),15-20cm (5.9-8in), , , , ,Squamata, ,Solitary, , ,Agamidae, ,12-20 years, ,Omnivore,Least Concern, , ,6,Thorny Devil, ,Animalia, , , ,Snakes| Human| Birds, , , , ,Reptilia,Spiky skin and water channels throughout body, , , , , , ,Moloch,Dry desert and shrub land, , , , ,Red| Grey| Brown,
https://a-z-animals.com/media/animals/images/470x370/tibetan_mastiff.jpg , , , , , , , , ,81kg (180lbs), , , , , , , , , ,71cm (28in), , ,Tibetan Mastiff, , , , , , , , ,15 years, , , , , , ,Tibetan Mastiff, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,China, ,
https://a-z-animals.com/media/animals/images/470x370/tiffany1.jpg , , , , , , , , , , ,Affectionate| loving and playful, , , , , , , , , , ,Tiffany, , , , ,5.5kg (12lbs),15 years, , , , , , , , ,5,Tiffany, , , , , , , , , , , , ,60cm (2ft), , , , , , , , ,Semi-Longhair, ,North America,Cream| Brown| Lilac| Fawn| White,
https://a-z-animals.com/media/animals/images/470x370/tiger3.jpg ,Chordata, , , ,Deer| Cattle| Wild Boar, , ,Panthera Tigris,267-300kg (589-660lbs),Mammal, , , , ,Fur,Deer, ,96km/h (60mph),2.8-3.3m (9-11ft), , , , ,Carnivora, ,Solitary, , ,Felidae, ,18-25 years, ,Carnivore,Endangered, , ,3,Tiger, ,Animalia, , , ,Human, , , , ,Mammalia,Striped fur and powerful body, , , , , , ,Panthera,Dense tropical forest, , , , ,Orange| Black| White,
https://a-z-animals.com/media/animals/images/470x370/tiger_salamander1.jpg ,Chordata, , , ,Insects| Worms| Small Frogs, , ,Ambystoma Tigrinum,113-227g (4-8oz),Amphibian, , , , ,Permeable,Insects, ,17km/h (10mph),15-35cm (6-14in), , , , ,Caudata, ,Solitary, , ,Ambystomatidae, ,10-15 years, ,Carnivore,Least Concern, , , ,Tiger Salamander, ,Animalia,50, , ,Raccoon| Coati| River Turtles, , , , ,Amphibia,Large eyes and long tails, , , , , , ,Ambystoma,Wetlands| rivers and streams, , , , ,Black| Green| Grey| Brown| Yellow,
https://a-z-animals.com/media/animals/images/470x370/tiger_shark1.jpg ,Chordata, , , ,Squid| Fish| Turtles, , ,Galeocerdo Cuvier,385-635kg (850-1|400lbs),Fish, , , , ,Smooth,Squid, ,32km/h (20mph),3.25-4.25m (10.7-14ft), , , , ,Carcharhiniformes, ,Solitary, , ,Carcharhinidae, ,30-40 years, ,Carnivore,Threatened, , ,35,Tiger Shark, ,Animalia, , , ,Human, , , , ,Chondrichthyes,Dark black markings and large body size, , , , , , ,Galeocerdo,Tropical coastal waters, , , , ,Grey| Brown| Black| White,
https://a-z-animals.com/media/animals/images/470x370/tortoise4.jpg ,Chordata, , , ,Grass| Weeds| Leafy greens, , ,Geochelone Elegans,0.1-300kg (0.2-661lbs),Reptile, , , , ,Scales,Grass, ,0.5km/h (0.3mph),6-120cm (2.4-47in), , , , ,Testudines, ,Solitary, , ,Testudinidae, ,30-150 years, ,Herbivore,Endangered, , ,5,Tortoise, ,Animalia, , , ,Fox| Badger| Coyote, , , , ,Reptilia,Slow movement and hard| protective body shell, , , , , , , ,Sandy soil close to water, , , , ,Grey| Brown| Black| Yellow| Green,
https://a-z-animals.com/media/animals/images/470x370/toucan3.jpg ,Chordata, , , ,Fruit| Eggs| Insects, , ,Ramphastos Toco,130g - 680g (4.6oz - 24oz),Bird, ,50cm - 119cm (20in - 47in), , ,Feathers,Fruit, ,64km/h (39mph), , , , , ,Piciformes, ,Solitary, , ,Ramphastidae, ,12 - 20 years, ,Omnivore,Least Concern,29cm - 63cm (11.5in - 29in), , ,Toucan, ,Animalia,3, , ,Human| Weasels| Large Birds, , , , ,Aves, , , , ,Small body and enormous colourful beak, , ,Ramphastos,Lowland rainforest and tropical forest borders, , , , ,White| Yellow| Orange| Black,
https://a-z-animals.com/media/animals/images/470x370/tree_frog7.jpg ,Chordata, , , ,Insects| Worms| Small Frogs, , ,Hyla,2-17g (0.07-0.6oz),Amphibian, , , , ,Permeable,Insects, ,17km/h (10mph),3-14cm (1.1-5.5in), , , , ,Anura, ,Solitary, , ,Hylidae, ,2-4 years, ,Carnivore,Least Concern, , , ,Tree Frog, ,Animalia,50, , ,Birds| Mammals| Reptiles, , , , ,Amphibia,Smooth skin and disc-like toes, , , , , , , ,Forests| woodlands and marshes, , , , ,Black| Green| Grey| Brown| Yellow,
https://a-z-animals.com/media/animals/images/470x370/tropicbird.jpg ,Chordata,75cm - 100cm (30in - 40in), , ,Fish. Squid| Flying Fish, , ,Phaethon,0.3kg - 0.7kg (0.6lbs - 1.5lbs),Bird, ,95cm - 115cm (37in - 45in), , ,Feathers,Fish, ,48km/h (30mph), , , , , ,Phaethontiformes, ,Flock, , ,Phaethontidae, ,10 - 16 years, ,Carnivore,Least Concern, , , ,Tropicbird, ,Animalia,1, , ,Dogs| Cats| Stouts, , , , ,Aves, , , , ,Long pointed beak and large body size, , ,Phaethon,Tropical islands and cliffs, , , , ,Black| White| Brown|Yellow,
https://a-z-animals.com/media/animals/images/470x370/tuatara.jpg ,Chordata, , , ,Insects| Eggs| Lizards, , ,Sphenodon Punctatus,600-900g (1.3-1.9lbs),Reptile, , , , ,Scales,Insects, ,24km/h (15mph),70-80cm (28-31in), , , , ,Sphenodontia, ,Solitary, , ,Sphenodontidae, ,50-100 years, ,Carnivore,Threatened, , ,12,Tuatara, ,Animalia, , , ,Pigs| Cats| Rodents , , , , ,Reptilia,Crest along back and third eye on forehead, , , , , , ,Sphenodon,woodland and grassland, , , , ,Green| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/turkey3.jpg ,Chordata, , , ,Insects| Nuts| Seeds| Berries, , ,Meleagris,3-11kg (6.6-24lbs),Bird, ,150-180cm (59-71in), , ,Feathers,Insects, ,10km/h (6mph),70-125cm (28-49in), , , , ,Galliformes, ,Flock, , ,Phasianidae, ,1-10 years, ,Omnivore,Least Concern, , , ,Turkey, ,Animalia,8, , ,Fox| Snake| Raccoon, , , , ,Aves,Long tail feathers and red throat of the male, , , , , , ,Meleagris,Forest| shrubland and grassy plains, , , , ,Black| White| Brown| Yellow| Green| Blue| Red,
https://a-z-animals.com/media/animals/images/470x370/turkish_angora4.jpg , , , , , , , , , , ,Affectionate| loving and playful, , , , , , , , , , ,Turkish Angora, , , , ,4.5kg (10lbs),14 years, , , , , , , , ,4,Turkish Angora, , , , , , , , , , , , ,60cm (2ft), , , , , , , , ,Mediumhair, ,Turkey,Cream| Brown| Lilac| Fawn| White,
https://a-z-animals.com/media/animals/images/470x370/uakari_4.jpg ,Chordata,38cm - 57cm (15in - 22.5in), , , , , ,Cacajao,3kg - 3.5kg (6.5lbs - 7.75lbs), , , , , ,Fur, , , , ,3 - 6 years, ,Uakari,Hunting and habitat loss,Primates, ,Diurnal, , ,Pitheciidae, ,16 - 22 years,Fruits| Leaves| Insects,Omnivore,Vulnerable, ,Troop,1,Uakari,Amazon River Basin,Animalia, ,Not Known,Have a very short tail for their size!,Hawks| Snakes| Humans, , ,Unknown, ,Mammalia, , , ,Infant, ,3 - 5 months,Hairless face and forehead,Cacajao,Part-flooded rainforest, ,Mammal,4, ,Red| Brown| White| Black,
https://a-z-animals.com/media/animals/images/470x370/uguisu.jpg ,Chordata,14cm - 16.5cm (5.5in - 6.5in), , , , , ,Cettia diphone,15g - 22g (0.5oz - 0.7oz), , ,20cm - 22cm (7.9in - 9in), , ,Feathers, , ,29kph (18mph), ,10 - 12 months,2 - 3 weeks,Uguisu,Habitat loss,Passeriformes,Japanese Bush-Warbler| Singing Bush-warbler| Oriental Bush-warbler,Diurnal, , ,Cettiidae, ,2 - 5 years,Insects| Worms| Berries,Omnivore,Least Concern, ,Solitary, ,Uguisu,Japan| China| Korea,Animalia,3,Stable,Their guano is used in face creams!,Cats| Snakes| Birds Of Prey, , , ,12 - 15 days,Aves, , , ,Chick, , ,Has light-coloured lines above the eyes,Cettia,lowlands and mountain forests, ,Bird,1, ,Olive| Brown| Green,
https://a-z-animals.com/media/animals/images/470x370/umbrellabird_5.jpg ,Chordata, , , , , , ,Cephalopterus,320g - 570g (11.3oz - 20oz), , ,66cm - 71cm (26in - 28in), , ,Feathers, , , , ,2 - 4 years,1 month,Umbrellabird,Habitat loss,Passeriformes, ,Diurnal, , ,Cotingidae, ,12 - 20 years,Fruit| Frogs| Insects,Omnivore,Vulnerable,38cm - 50cm (15in - 20in),Solitary, ,Umbrellabird,Central and South America,Animalia,1,Declining,Migrates up and down the mountains!,Monkeys| Snakes| Hawks, , , ,8 - 10 weeks,Aves, , , ,Chick,Umbrella-like crest and black feathers, , ,Cephalopterus,Low and high altitude rainforest, ,Bird,3, ,Black,
https://a-z-animals.com/media/animals/images/470x370/vampire_bat4.jpg ,Chordata, , , , , , ,Desmodontinae,19g - 57g (0.7oz - 2oz), , ,15cm - 18cm (5.9in - 7in), , ,Fur, , ,40km/h (25mph), ,9 - 10 months, ,Vampire Bat,Habitat loss,Chiroptera, ,Nocturnal, , ,Phyllostomidae, ,8 - 12 years,Cows| Pigs| Tapir,Carnivore,Least Concern,7cm - 9.5cm (2.75in - 3.75in),Solitary,1,Vampire Bat,Central and South America,Animalia, ,Sustainable,Have a heat sensor on the end of their nose!,Eagles. Hawks| Humans, , ,3 - 4 months, ,Mammalia, , , ,Pup, ,3 - 5 months,Razor-sharp front teeth, ,Tropical and subtropical regions, ,Mammal,3, ,Brown| Grey| Black,
https://a-z-animals.com/media/animals/images/470x370/vervet_monkey_9.jpg ,Chordata,46cm - 66cm (17.9in - 25.7in), , , , , ,Chlorocebus pygerythrus,3.5kg - 5kg (7lbs - 10lbs), , , , , ,Fur, , ,45kph (30mph), ,2 - 5 years, ,Vervet Monkey,Habitat loss,Primates,Vervet,Diurnal, , ,Cercopithecidae, ,12 - 24 years,Leaves| Fruits| Insects,Omnivore,Least Concern, ,Troop,1,Vervet Monkey,Eastern Africa,Animalia, ,Sustainable,Rarely found more than 450m from trees!,Leopard| Serval| Crocodile, , ,163 days, ,Mammalia, , , ,Infant, ,8 - 12 months,Black face with white ear tufts,Chlorocebus,Riverine acacia forests, ,Mammal,6, ,Olive| Grey| Brown| Black| Silver,
https://a-z-animals.com/media/animals/images/470x370/vulture1.jpg ,Chordata, , , ,Rats| Small and large animal carcasses, , ,Aegypius Monachus,0.85kg - 2.2kg (1.9lbs - 5lbs),Bird, ,130cm - 183cm (51in - 72in), , ,Feathers,Rats, ,48km/h (30mph), , , , , ,Accipitriformes, ,Solitary, , ,Accipitridae, ,20 - 30 years, ,Carnivore,Endangered,64cm - 81cm (25in - 32in), , ,Vulture, ,Animalia,2, , ,Hawks| Snakes| Wild cats, , , , ,Aves, , , , ,Large wings and sharp| curved beak, , ,Aegypiinae,Deserts| savannah and grassland near water, , , , ,Black| White| Grey| Tan| Brown,
https://a-z-animals.com/media/animals/images/470x370/wallaby1.jpg ,Chordata, , , ,Grasses| Fruits| Seeds| Leaves, , ,Macropus,1-20kg (2.2-44lbs),Mammal, , , , ,Fur,Grasses, ,48km/h (30mph),30-180cm (12-71in), , , , ,Diprotodontia, ,Herd, , ,Macropodidae, ,12-15 years, ,Herbivore,Least Concern, , ,1,Wallaby, ,Animalia, , , ,Dingo| Fox| Large reptiles, , , , ,Mammalia,Very sociable animal with a long tail, , , , , , ,Macropus,Forest and shrubland, , , , ,Grey| Brown| White| Tan| Red,
https://a-z-animals.com/media/animals/images/470x370/walrus.jpg ,Chordata,2.25m - 3.5m (7.5ft - 11.5ft), , , , , ,Odobenus rosmarus,400kg - 1|700kg (880lbs - 3|740lbs), , , , , ,Hair, , ,35kph (22mph), ,6 - 10 years, ,Walrus,Hunting and habitat loss,Carnivora,Atlantic Walrus| Pacific Walrus,Diurnal, , ,Odobenidae, ,40 - 50 years,Shellfish| Worms| Snails,Carnivore,Near Threatened, ,Herd,1,Walrus,Arctic Circle,Animalia, ,200|000 - 250|000,Inhabits the freezing waters of the Arctic Circle!,Humans| Killer Whales| Polar Bears, , ,15 months, ,Mammalia, , , ,Pup, ,2 years,Long tusks that can grow up to 1m long,Odobenus,Ice floes and rocky| remote coastlines, ,Mammal,2, ,Grey| Brown,
https://a-z-animals.com/media/animals/images/470x370/warthog1.jpg ,Chordata, , , ,Grass| Roots| Bulbs, , ,Phacochoerus Africanus,50-150kg (110-330lbs),Mammal, , , , ,Hair,Grass, ,48km/h (30mph),0.9-1.5m (3-5ft), , , , ,Artiodactyla, ,Group, , ,Suidae, ,12-18 years, ,Omnivore,Least Concern, , ,4,Warthog, ,Animalia, , , ,Lion| Hyena| Crocodile, , , , ,Mammalia,Strong| curved tusks and broad snout, , , , , , ,Phacochoerus,Arid savannas and grass plains, , , , ,Brown| Tan| Grey,
https://a-z-animals.com/media/animals/images/470x370/wasp3.jpg ,Arthropoda, , , ,Nectar| Insects| Caterpillars| Fruits, , ,Hymenoptera, , , , , , ,Shell,Nectar, , ,5-15mm (0.4-0.6in), , ,Wasp, ,Hymenoptera, , , ,22 days, , , , ,Omnivore,Least Concern, , ,400,Wasp,Worldwide,Animalia, , , ,Birds| Reptiles| Mammals, , , , ,Insecta,Long antennae and black and yellow markings, , , , , , , ,Meadows| forests and rock faces, , ,75|000, ,Yellow| Black,
https://a-z-animals.com/media/animals/images/470x370/water_dragon.jpg ,Chordata, , , ,Fish| Rodents| Insects, , ,Physignathus,0.5-1kg (1.1-2.2lbs),Reptile, , , , ,Scales,Fish, ,48km/h (30mph),60-100cm (24-40in), , , , ,Squamata, ,Solitary, , ,Agamidae, ,10-20 years, ,Omnivore,Threatened, , , ,Water Dragon, ,Animalia,12, , ,Snakes| Birds| Mammals, , , , ,Reptilia,Long tail and flattened shaped feet, , , , , , ,Physignathus,Creeks| rivers and lakes, , , , ,Black| Brown| Tan| Yellow| Green,
https://a-z-animals.com/media/animals/images/470x370/water_vole_7.jpg ,Chordata,14cm - 22cm (5.5in - 8.7in), , , , , ,Arvicola amphibius,160g - 350g (5.6oz - 12.3oz), , , , , ,Fur, ,Fresh, , ,2 - 4 months, ,Water Vole,Habitat loss,Rodentia,European Water Vole| Water Rat,Diurnal, , ,Cricetidae, ,0.5 - 2 years,Aquatic plants| Grasses| Reeds,Herbivore,Least Concern, ,Solitary,6,Water Vole,Throughout Europe,Animalia, ,Sustainable,The largest Vole species in the UK!,Weasels. Owls| Pike, , ,3 weeks, ,Mammalia, , , ,Pup,Small rounded body and hairy tail,4 weeks, ,Arvicola,Banks of slow-moving water, ,Mammal,1, ,Brown| Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/weasel_4.jpg ,Chordata,22cm - 38cm (8.6in - 15in), , , , , ,Mustela nivalis,120g-198g (4.2oz - 7oz), , , , , ,Fur, , ,25kph (15mph), ,1 - 2 years, ,Weasel,Lack of prey species,Carnivora,Common Weasel| European Weasel| Least Weasel,Diurnal/Nocturnal, , ,Mustelidae, ,1 - 3 years,Mice| Lemmings| Voles,Carnivore,Least Concern, ,Solitary,5,Weasel,Northern Hemisphere,Animalia, ,Stable,The smallest carnivorous mammal in the world!,Hawks| Foxes| Snakes, , ,5 weeks, ,Mammalia, , , ,Kitten, ,8 weeks,Brown back and head with white underside,Mustela,Forest and open woodland, ,Mammal,10, ,Dark and Light Brown| Tan| White| Black,
https://a-z-animals.com/media/animals/images/470x370/welsh_corgi.jpg , , , , , , , , ,14kg (30lbs), , , , , , , , , ,30cm (12in), , ,Welsh Corgi, , , , , , , , ,13 years, , , , , , ,Welsh Corgi, , , , , , , , , , , , , , , , , , , , , ,Herd, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/west_highland_terrier.jpg , , , , , , , , ,10kg (22lbs), , , , , , , , , ,30cm (12in), , ,West Highland Terrier, , , , , , , , ,15 years, , , , , , ,West Highland Terrier, , , , , , , , , , , , , , , , , , , , , ,Terrier, ,Great Britain, ,
